ID,ADDITIONAL_DESCRIPTION,GA_ATTRIBUTES
5861271,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861275,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860381,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861281,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861291,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861296,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861300,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861306,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861316,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861321,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861325,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861331,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861341,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860391,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861346,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861351,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861357,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861368,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861373,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861377,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861383,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861393,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861398,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861402,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860396,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861408,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861418,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861423,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861427,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861433,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861443,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861448,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861452,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861458,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861468,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860400,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861473,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861477,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861483,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861493,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861498,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861502,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861508,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861518,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861523,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861527,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5839232,"<p>Precision optics deliver uniform, optimal light distribution</p><p>Perfect for parking lots and pathways</p><p>100,000-Hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860406,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861533,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861543,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861548,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861552,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861558,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861568,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861573,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861577,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861583,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861593,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860416,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861598,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861602,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861608,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861618,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861623,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861627,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861633,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861643,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861648,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861652,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860421,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861658,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861668,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861673,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861677,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861683,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861693,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861698,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861702,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861708,"<p>100,000-hour LED lifespan</p><p>Type IV distribution</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5861718,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
5860425,"<p>Lightweight design and low EPA minimize pole load</p><p>Best-in-class 5-G vibration rating</p><p>100,000-hour LED lifespan</p>",purchase-dimension7:new-image-document-additional-description-dima-March2020
